224	20	0.00230347	0.000115174	1.94489e+06
224	20	0.00239255	0.000119628	1.87248e+06
224	20	0.00190428	9.52138e-05	2.3526e+06
224	20	0.00528231	0.000264116	848113
224	20	0.00776995	0.000388497	576581
2024	20	0.00846236	0.000423118	4.78354e+06
2024	20	0.00830002	0.000415001	4.8771e+06
2024	20	0.00806814	0.000403407	5.01727e+06
2024	20	0.00807042	0.000403521	5.01585e+06
2024	20	0.00654256	0.000327128	6.18718e+06
20024	20	0.00408921	0.000204461	9.79357e+07
20024	20	0.00453898	0.000226949	8.82313e+07
20024	20	0.00431322	0.000215661	9.28495e+07
20024	20	0.00456854	0.000228427	8.76605e+07
20024	20	0.00434049	0.000217025	9.2266e+07
200024	20	0.0117349	0.000586747	3.40903e+08
200024	20	0.0091319	0.000456595	4.38077e+08
200024	20	0.0123413	0.000617065	3.24154e+08
200024	20	0.0127911	0.000639556	3.12754e+08
200024	20	0.013269	0.00066345	3.0149e+08
2000024	20	0.0802547	0.00401274	4.98419e+08
2000024	20	0.0838069	0.00419035	4.77293e+08
2000024	20	0.0897182	0.00448591	4.45846e+08
2000024	20	0.0894464	0.00447232	4.47201e+08
2000024	20	0.0903189	0.00451595	4.4288e+08
20000024	20	0.973053	0.0486526	4.11078e+08
20000024	20	1.00092	0.0500461	3.99632e+08
20000024	20	1.03612	0.0518061	3.86055e+08
20000024	20	1.03955	0.0519775	3.84783e+08
20000024	20	1.03875	0.0519375	3.85079e+08
200000024	20	10.7957	0.539784	3.70519e+08
200000024	20	11.0626	0.55313	3.61579e+08
200000024	20	11.472	0.573598	3.48676e+08
200000024	20	11.6604	0.58302	3.43041e+08
200000024	20	11.661	0.58305	3.43024e+08
424	20	0.00854518	0.000427259	992372
424	20	0.00647648	0.000323824	1.30935e+06
424	20	0.0045364	0.00022682	1.86932e+06
424	20	0.0109642	0.000548209	773428
424	20	0.00393983	0.000196991	2.15238e+06
4024	20	0.00182923	9.14613e-05	4.39968e+07
4024	20	0.00228436	0.000114218	3.52309e+07
4024	20	0.00278295	0.000139148	2.89189e+07
4024	20	0.00212068	0.000106034	3.79501e+07
4024	20	0.00229867	0.000114934	3.50115e+07
40024	20	0.00228006	0.000114003	3.51079e+08
40024	20	0.00461353	0.000230677	1.73507e+08
40024	20	0.00456741	0.00022837	1.75259e+08
40024	20	0.00443632	0.000221816	1.80438e+08
40024	20	0.00274816	0.000137408	2.91279e+08
400024	20	0.0298617	0.00149308	2.67918e+08
400024	20	0.0289051	0.00144526	2.76784e+08
400024	20	0.026912	0.0013456	2.97283e+08
400024	20	0.0263548	0.00131774	3.03568e+08
400024	20	0.0286767	0.00143384	2.78989e+08
4000024	20	0.197143	0.00985715	4.05799e+08
4000024	20	0.201645	0.0100823	3.96738e+08
4000024	20	0.207195	0.0103597	3.86113e+08
4000024	20	0.208022	0.0104011	3.84577e+08
4000024	20	0.209035	0.0104518	3.82712e+08
40000024	20	2.00793	0.100397	3.9842e+08
40000024	20	2.03957	0.101978	3.9224e+08
40000024	20	2.1182	0.10591	3.77679e+08
40000024	20	2.14527	0.107264	3.72913e+08
40000024	20	2.14543	0.107272	3.72885e+08
